10,BARISAL,,,,,,BARISAL
10,BARISAL,4,BARGUNA,,,,BARGUNA
10,BARISAL,4,BARGUNA,9,AMTALI,,AMTALI
10,BARISAL,4,BARGUNA,9,AMTALI,,AMTALI PAURASAVA
10,BARISAL,4,BARGUNA,9,AMTALI,1,WARD NO-01
10,BARISAL,4,BARGUNA,9,AMTALI,1,BAITAGHATA
10,BARISAL,4,BARGUNA,9,AMTALI,1,KALIBARI PACHIM
10,BARISAL,4,BARGUNA,9,AMTALI,1,KALIBARI PURBA
10,BARISAL,4,BARGUNA,9,AMTALI,2,WARD NO-02
10,BARISAL,4,BARGUNA,9,AMTALI,2,KHONTAKATA(UTTAR)
10,BARISAL,4,BARGUNA,9,AMTALI,2,KALIBARI DAKSHIN
10,BARISAL,4,BARGUNA,9,AMTALI,3,WARD NO-03
10,BARISAL,4,BARGUNA,9,AMTALI,3,KONTAKATA(DAKSHIN)
10,BARISAL,4,BARGUNA,9,AMTALI,4,WARD NO-04
10,BARISAL,4,BARGUNA,9,AMTALI,4,CHAR PARA
10,BARISAL,4,BARGUNA,9,AMTALI,4,SADARPARA
10,BARISAL,4,BARGUNA,9,AMTALI,5,WARD NO-05
10,BARISAL,4,BARGUNA,9,AMTALI,5,SABUJBAGH
10,BARISAL,4,BARGUNA,9,AMTALI,6,WARD NO-06
10,BARISAL,4,BARGUNA,9,AMTALI,6,PURBA AMTALI
10,BARISAL,4,BARGUNA,9,AMTALI,7,WARD NO-07
10,BARISAL,4,BARGUNA,9,AMTALI,7,CHHURIKATA
10,BARISAL,4,BARGUNA,9,AMTALI,8,WARD NO-08
10,BARISAL,4,BARGUNA,9,AMTALI,8,BASUKI MOUZA
10,BARISAL,4,BARGUNA,9,AMTALI,8,NAYA BANGULI
10,BARISAL,4,BARGUNA,9,AMTALI,9,WARD NO-09
10,BARISAL,4,BARGUNA,9,AMTALI,9,LOCHA
10,BARISAL,4,BARGUNA,9,AMTALI,13,AMTALI
10,BARISAL,4,BARGUNA,9,AMTALI,13,AMTALI
10,BARISAL,4,BARGUNA,9,AMTALI,13,CHALABHANGA
10,BARISAL,4,BARGUNA,9,AMTALI,13,CHHOTA NACHNA PARA
10,BARISAL,4,BARGUNA,9,AMTALI,13,NACHNA PARA
10,BARISAL,4,BARGUNA,9,AMTALI,13,NILGANJ
10,BARISAL,4,BARGUNA,9,AMTALI,13,PUJAKHOLA
10,BARISAL,4,BARGUNA,9,AMTALI,13,UTTAR TIAKHALI
10,BARISAL,4,BARGUNA,9,AMTALI,15,ARPANGASHIA
10,BARISAL,4,BARGUNA,9,AMTALI,15,ARPANGASHIA
10,BARISAL,4,BARGUNA,9,AMTALI,15,GHOPKHALI
10,BARISAL,4,BARGUNA,9,AMTALI,15,TARIKATA
10,BARISAL,4,BARGUNA,9,AMTALI,23,ATHARAGASHIA
10,BARISAL,4,BARGUNA,9,AMTALI,23,ATHARAGASHIA
10,BARISAL,4,BARGUNA,9,AMTALI,23,CHALITABUNIA
10,BARISAL,4,BARGUNA,9,AMTALI,23,GAZIPUR
10,BARISAL,4,BARGUNA,9,AMTALI,23,GERABUNIA
10,BARISAL,4,BARGUNA,9,AMTALI,23,SAKHARIA
10,BARISAL,4,BARGUNA,9,AMTALI,23,SONAKHALI
10,BARISAL,4,BARGUNA,9,AMTALI,39,BARABAGI
10,BARISAL,4,BARGUNA,9,AMTALI,39,BARABAGI
10,BARISAL,4,BARGUNA,9,AMTALI,43,CHHOTA BAGI
10,BARISAL,4,BARGUNA,9,AMTALI,43,BETHI PARA
10,BARISAL,4,BARGUNA,9,AMTALI,43,CHAR PARA
10,BARISAL,4,BARGUNA,9,AMTALI,43,CHHOTA BAGI
10,BARISAL,4,BARGUNA,9,AMTALI,43,GABTALI
10,BARISAL,4,BARGUNA,9,AMTALI,47,CHOWRA
10,BARISAL,4,BARGUNA,9,AMTALI,47,BATIAGHATA
10,BARISAL,4,BARGUNA,9,AMTALI,47,CHANDRA
10,BARISAL,4,BARGUNA,9,AMTALI,47,CHOWRA
10,BARISAL,4,BARGUNA,9,AMTALI,47,GHOTKHALI
10,BARISAL,4,BARGUNA,9,AMTALI,47,PATAKATA
10,BARISAL,4,BARGUNA,9,AMTALI,63,GULISAKHALI
10,BARISAL,4,BARGUNA,9,AMTALI,63,FAKIRKHALI
10,BARISAL,4,BARGUNA,9,AMTALI,63,GOJKHALI
10,BARISAL,4,BARGUNA,9,AMTALI,63,GULISAKHALI
10,BARISAL,4,BARGUNA,9,AMTALI,63,KALAGACHHIA
10,BARISAL,4,BARGUNA,9,AMTALI,63,KALIBARI
10,BARISAL,4,BARGUNA,9,AMTALI,63,KHEKUANI
10,BARISAL,4,BARGUNA,9,AMTALI,71,HALDIA
10,BARISAL,4,BARGUNA,9,AMTALI,71,DAKSHIN RAOGHA
10,BARISAL,4,BARGUNA,9,AMTALI,71,DAKSHIN TAKTABUNIA
10,BARISAL,4,BARGUNA,9,AMTALI,71,HALDIA
10,BARISAL,4,BARGUNA,9,AMTALI,71,KATHALIA
10,BARISAL,4,BARGUNA,9,AMTALI,71,KULAIR CHAR
10,BARISAL,4,BARGUNA,9,AMTALI,71,PASCHIM CHILA
10,BARISAL,4,BARGUNA,9,AMTALI,71,PURBA CHILA
10,BARISAL,4,BARGUNA,9,AMTALI,71,SONAUTA
10,BARISAL,4,BARGUNA,9,AMTALI,71,TEPURA
10,BARISAL,4,BARGUNA,9,AMTALI,71,UTTAR RAOGHA
